ra,dec,id,a,b,nested
4.158515036552135,4.569211393193558,922207,0.3408745551097633,0.5078681252467137,"          t       flux  flux_error band  flux_err
0  1.675587  15.576961         1.0    g  0.778848"
4.873218834266497,4.498212336971449,187525,0.2428478447090433,0.17218501959105992,"          t       flux  flux_error band  flux_err
0  0.665699  35.341608         1.0    r   1.76708"
4.8375713235785245,5.561023806983454,790934,0.8686898808655572,1.6299119222185403,"           t       flux  flux_error band  flux_err
0  18.030222  76.860863         1.0    r  3.843043"
4.975634392555386,5.264751018685874,109392,0.8382166836271178,0.9442850527811315,"          t       flux  flux_error band  flux_err
0  3.976252  40.399174         1.0    g  2.019959"
5.288101164882468,5.485484542839908,283720,0.7833799241242067,1.8363340487897604,"          t       flux  flux_error band  flux_err
0  1.726705  84.110095         1.0    g  4.205505"
5.242731547199431,5.6803617171097205,618727,0.6847529543344586,0.11824592403405654,"          t       flux  flux_error band  flux_err
0  5.086345  32.123886         1.0    r  1.606194"
5.297292607437024,4.3934290978072355,450814,0.29751482522431705,1.8536194893044966,"           t       flux  flux_error band  flux_err
0  16.562502  26.581674         1.0    r  1.329084"
5.387827396350375,5.82331673035884,452480,0.46844810339259346,0.25835714844819413,"           t       flux  flux_error band  flux_err
0  17.491442  96.394503         1.0    g  4.819725"
4.555384012798263,4.737046603799741,271634,0.7691424256981267,0.34697065877237443,"          t      flux  flux_error band  flux_err
0  8.762967  2.797526         1.0    g  0.139876"
5.030332621249077,5.5622258108656455,657712,0.9738967441676272,1.541767717968722,"        t       flux  flux_error band  flux_err
0  5.8489  96.831666         1.0    r  4.841583"
4.808210955095416,5.975791424280435,927730,0.7288576586305648,1.6482535611065234,"           t       flux  flux_error band  flux_err
0  19.258039  71.478675         1.0    g  3.573934"
4.856020791068271,4.473096027513204,944688,0.04290036517299389,1.1434458675030792,"           t      flux  flux_error band  flux_err
0  14.629147  21.88691         1.0    r  1.094345"
4.702902513339213,5.3860926995410265,8061,0.9986283783175167,1.1638427712061314,"           t       flux  flux_error band  flux_err
0  18.756602  75.551575         1.0    r  3.777579"
5.6653457063968755,5.550808268937197,579320,0.39866300516588293,1.4529906613366486,"           t       flux  flux_error band  flux_err
0  12.564721  14.398907         1.0    g  0.719945"
4.421554422950855,5.317428324011723,884883,0.7281741381959661,0.9246448327915315,"          t      flux  flux_error band  flux_err
0  8.666377  46.41084         1.0    g  2.320542"
5.089752075827461,5.603133629125561,430564,0.7145670014581419,1.6365454672583235,"          t       flux  flux_error band  flux_err
0  9.830847  38.876729         1.0    r  1.943836"
4.359264371203011,4.453036393177315,110181,0.9736100286800304,0.020486152673061087,"          t       flux  flux_error band  flux_err
0  5.225106  53.037586         1.0    g  2.651879"
4.169594060346836,5.194920509134165,43975,0.24783129696521555,0.4479274397316373,"          t       flux  flux_error band  flux_err
0  2.126488  18.528579         1.0    r  0.926429"
5.478193897122715,4.6357439260781055,131482,0.7768800463505608,0.09536315225416048,"          t       flux  flux_error band  flux_err
0  1.047699  16.718133         1.0    r  0.835907"
5.656221627739733,5.444635130306064,29520,0.6099355133235034,0.8183111094875104,"           t       flux  flux_error band  flux_err
0  19.317677  10.088763         1.0    r  0.504438"
5.020451794806833,5.2480330493503455,670236,0.9755048411412298,0.7225413382124772,"          t       flux  flux_error band  flux_err
0  9.654875  32.517779         1.0    g  1.625889"
4.958660516634561,4.383827656188132,41086,0.1789258377885684,0.866873046302777,"          t       flux  flux_error band  flux_err
0  1.756788  87.954142         1.0    r  4.397707"
5.8988677995105485,5.0503051518066115,946773,0.864726523729423,0.16637474378826655,"          t       flux  flux_error band  flux_err
0  3.610984  72.940642         1.0    g  3.647032"
5.198874028354872,4.650127708229071,276989,0.938287661888934,0.21014276209954552,"          t       flux  flux_error band  flux_err
0  6.725515  41.645972         1.0    g  2.082299"
4.336731351439927,5.63985651157295,792676,0.06728585657446062,1.6290915981665721,"           t       flux  flux_error band  flux_err
0  15.550957  76.604779         1.0    g  3.830239"
4.39485127948516,4.701186474499373,347916,0.08761265085856917,1.0843290064109332,"          t       flux  flux_error band  flux_err
0  2.762532  62.476366         1.0    r  3.123818"
5.249812174781102,4.692811552357605,770579,0.1414191170351745,1.177472780312631,"          t       flux  flux_error band  flux_err
0  8.806412  18.933176         1.0    g  0.946659"
5.217243289382094,4.172278939277237,718611,0.7478873255039779,0.7865686296961636,"          t       flux  flux_error band  flux_err
0  14.83323  46.253937         1.0    r  2.312697"
5.279105602910013,4.902299891606398,683652,0.9532131665686524,0.8429329739842042,"          t      flux  flux_error band  flux_err
0  8.941129  54.49501         1.0    r   2.72475"
5.592586757985547,4.9824589243029465,213717,0.27304413956298657,0.7305234489199808,"           t      flux  flux_error band  flux_err
0  10.739085  41.37468         1.0    g  2.068734"
4.746353863227339,4.859908016118833,27462,0.9420672929728885,0.8172983147825101,"           t       flux  flux_error band  flux_err
0  16.898975  29.069849         1.0    r  1.453492"
4.499270951236102,4.773557391435331,849897,0.678227750047189,1.4508307258232505,"          t       flux  flux_error band  flux_err
0  0.926156  38.422466         1.0    g  1.921123"
4.363015779198896,5.734457194173767,977857,0.22631164320454256,1.7723600260604526,"           t       flux  flux_error band  flux_err
0  16.650172  82.465689         1.0    g  4.123284"
5.283760725551666,5.949950134090565,94770,0.28101966544247947,0.9375972606044518,"          t       flux  flux_error band  flux_err
0  11.40001  45.638115         1.0    r  2.281906"
4.506761185969878,4.925474129532547,55029,0.09917152994837408,0.4309755567591229,"          t      flux  flux_error band  flux_err
0  7.445628  14.02123         1.0    g  0.701061"
4.096557453457202,5.25907884991958,221083,0.10107243426897405,0.06058268465894945,"           t       flux  flux_error band  flux_err
0  13.974157  83.225261         1.0    g  4.161263"
4.883461365131179,5.728371023727587,675504,0.5371595280818702,0.8683809263746509,"          t     flux  flux_error band  flux_err
0  2.120293  6.38024         1.0    r  0.319012"
4.963382118817515,4.029639677670427,216813,0.5674926854187249,1.7136905069567088,"         t      flux  flux_error band  flux_err
0  1.45801  9.285028         1.0    g  0.464251"
4.653777236548525,4.081492695516519,913397,0.24606626731779924,0.24483089771730682,"           t       flux  flux_error band  flux_err
0  19.711188  71.279965         1.0    r  3.563998"
4.1927615582778035,5.196151204496355,448611,0.6155367679626202,0.721524805284792,"          t       flux  flux_error band  flux_err
0  3.575217  90.071713         1.0    g  4.503586"
5.532544436565228,5.175806118651203,681990,0.7149846060225143,0.33564415667770486,"          t       flux  flux_error band  flux_err
0  2.928022  82.335155         1.0    g  4.116758"
5.795935452184032,5.424428673669156,856464,0.20953135469041462,0.2645362985242421,"          t       flux  flux_error band  flux_err
0  0.961728  17.025033         1.0    g  0.851252"
4.665702185528535,5.714619957995536,189059,0.9508237444091645,0.0029152332096678,"          t       flux  flux_error band  flux_err
0  0.442353  71.682192         1.0    g   3.58411"
5.771700607125263,4.565077490031107,787194,0.8917111827083334,0.9493882205148272,"          t       flux  flux_error band  flux_err
0  9.757811  26.762157         1.0    r  1.338108"
4.624756513945604,4.963778000691089,60122,0.14604286418987356,0.02121907123060862,"           t       flux  flux_error band  flux_err
0  14.494383  63.058417         1.0    r  3.152921"
5.628722161511466,4.241414397837647,213893,0.04929857194341203,1.807345529796637,"         t    flux  flux_error band  flux_err
0  6.42129  6.8068         1.0    g   0.34034"
4.340182889585363,4.816899930870371,182386,0.14423738453568113,0.19818477656560396,"          t       flux  flux_error band  flux_err
0  5.417006  89.992168         1.0    g  4.499608"
4.786937696519454,4.067356612783382,259776,0.45459952897007383,1.781858341489484,"           t       flux  flux_error band  flux_err
0  17.814851  31.725234         1.0    r  1.586262"
4.8927375568395375,5.472661883611639,325381,0.8325076154821619,0.0466825256746104,"          t       flux  flux_error band  flux_err
0  4.255357  86.781363         1.0    g  4.339068"
5.8701933314409445,4.7777954605504585,688116,0.04238302785248049,1.4003186101752432,"          t       flux  flux_error band  flux_err
0  1.221377  66.839364         1.0    g  3.341968"
5.201412725392328,4.752547638311468,451134,0.9001861677392883,0.712650169033263,"          t       flux  flux_error band  flux_err
0  2.458035  23.356215         1.0    g  1.167811"
4.630942436762197,5.738558768112361,443302,0.30644140835236555,0.660503962429668,"          t      flux  flux_error band  flux_err
0  0.119545  5.459034         1.0    r  0.272952"
5.097036133125995,4.352285289978708,192823,0.5020816585975861,1.8429719792625945,"           t       flux  flux_error band  flux_err
0  14.332363  24.089584         1.0    g  1.204479"
5.226196032461033,4.671802968343403,453570,0.9860991128455863,1.82905438314068,"           t       flux  flux_error band  flux_err
0  11.059983  28.051846         1.0    g  1.402592"
5.148793520585328,4.845059076119926,603282,0.343490706691461,1.9213020371749627,"          t       flux  flux_error band  flux_err
0  4.790279  48.791881         1.0    r  2.439594"
5.226850848063937,4.64230157851392,958051,0.995439833620065,0.18037309067784557,"          t       flux  flux_error band  flux_err
0  4.353424  43.050265         1.0    r  2.152513"
4.372468537142334,4.599652848376079,789634,0.9124512908516654,0.5724080063226429,"           t       flux  flux_error band  flux_err
0  14.406129  32.441121         1.0    g  1.622056"
5.2857954744466085,5.458545024018068,879819,0.9808812247166425,1.781002742396602,"           t       flux  flux_error band  flux_err
0  18.202701  39.911396         1.0    g   1.99557"
4.112788654292947,4.699639739147466,377810,0.8472971453176279,0.45246218111210323,"           t       flux  flux_error band  flux_err
0  18.745581  76.445046         1.0    g  3.822252"
5.431821210650989,5.098019812255744,625353,0.12328971362878105,1.9344295686165134,"           t       flux  flux_error band  flux_err
0  16.796672  49.588314         1.0    g  2.479416"
5.349322243678246,5.315250410109484,398464,0.8222163666298538,1.845258313970413,"          t       flux  flux_error band  flux_err
0  1.385457  33.332803         1.0    g   1.66664"
5.096660342109654,4.8171263198827905,121903,0.5922704623751313,0.05480357088117627,"           t      flux  flux_error band  flux_err
0  12.519967  74.66923         1.0    r  3.733462"
4.902307577619896,4.232545175072895,525274,0.9936794035369725,0.6479580200204913,"          t       flux  flux_error band  flux_err
0  0.839958  78.182342         1.0    r  3.909117"
4.393911092904163,5.239498140730962,983990,0.8645479073327658,1.699881815344773,"           t       flux  flux_error band  flux_err
0  13.092671  48.601424         1.0    g  2.430071"
5.4384834312867545,5.751905682456309,195262,0.997708847287101,0.4019863341904357,"           t       flux  flux_error band  flux_err
0  12.012803  54.493141         1.0    g  2.724657"
5.271930123371718,4.8684847338017105,780673,0.37665910545237324,0.007826781157920681,"          t       flux  flux_error band  flux_err
0  4.856714  11.260788         1.0    r  0.563039"
4.713831684901921,5.786762380323845,550854,0.32720893689743147,0.1136179489476965,"          t       flux  flux_error band  flux_err
0  8.689117  78.419238         1.0    g  3.920962"
5.475809213024221,5.858753686287215,736673,0.46899636145096857,1.9951208658774064,"          t       flux  flux_error band  flux_err
0  3.385444  44.786469         1.0    r  2.239323"
4.957823368644135,5.677537817980928,671059,0.5522497141071869,1.398529297251009,"          t       flux  flux_error band  flux_err
0  4.064472  33.891175         1.0    g  1.694559"
4.853589730220658,4.801020415060492,757175,0.6553752178101614,0.22002032657080606,"           t      flux  flux_error band  flux_err
0  18.881291  4.759864         1.0    r  0.237993"
5.261148688867045,4.490936055893676,369672,0.8581649235789464,1.1742044508389058,"          t       flux  flux_error band  flux_err
0  9.308857  64.001845         1.0    r  3.200092"
5.774381380813586,4.766599652126482,758261,0.07795833943704777,0.28130003857625274,"           t       flux  flux_error band  flux_err
0  16.037597  49.385511         1.0    r  2.469276"
5.108500732969381,5.374118933329162,865466,0.675175793850047,0.17616270776321086,"           t       flux  flux_error band  flux_err
0  13.155461  47.407875         1.0    r  2.370394"
5.487788155245478,4.849564560741262,364254,0.5990353673422132,1.7056200174776022,"         t       flux  flux_error band  flux_err
0  18.2224  83.164642         1.0    r  4.158232"
5.77505995814159,4.7471517816616,919947,0.4201117373189587,1.2599314252562348,"          t       flux  flux_error band  flux_err
0  1.541217  64.142775         1.0    g  3.207139"
4.203491292485637,4.702133604623189,988151,0.6162041096511859,1.8959563222882134,"          t      flux  flux_error band  flux_err
0  9.534981  5.536641         1.0    g  0.276832"
4.426773062126382,5.674652281950117,751331,0.03630354156563409,0.14842874386853522,"           t     flux  flux_error band  flux_err
0  12.951289  50.0077         1.0    r  2.500385"
4.309559824789107,5.270479413008124,853049,0.015274826437138622,1.5343179073864717,"           t       flux  flux_error band  flux_err
0  12.265291  91.311598         1.0    g   4.56558"
5.397442196490418,5.183670670329701,283650,0.7493898721009309,0.5767526307806241,"          t       flux  flux_error band  flux_err
0  2.261135  73.576034         1.0    g  3.678802"
5.548862981046125,5.0359167666001206,501953,0.6177097544821494,1.3815445005075622,"          t      flux  flux_error band  flux_err
0  6.064985  4.550832         1.0    r  0.227542"
5.32101567932033,4.1416369987756,862041,0.8007868599513766,1.3337857571853695,"           t       flux  flux_error band  flux_err
0  14.631489  80.495753         1.0    g  4.024788"
4.568468185625193,5.503933019724682,744494,0.09084054549897358,1.539246555352733,"           t       flux  flux_error band  flux_err
0  17.983177  96.680146         1.0    r  4.834007"
4.506759930576269,4.45996211145985,247751,0.8687037496902689,0.5780193560482549,"           t       flux  flux_error band  flux_err
0  11.123187  52.931674         1.0    r  2.646584"
5.299976801296394,5.027790173725065,898909,0.4042822003919895,1.4921999175151153,"          t       flux  flux_error band  flux_err
0  0.427819  49.858215         1.0    r  2.492911"
4.243069601661781,5.304493975918051,69387,0.39842058303054106,0.2611042281874483,"          t       flux  flux_error band  flux_err
0  3.617822  10.403028         1.0    g  0.520151"
5.643678415766158,5.48682705194209,362107,0.5371059515009463,1.0263924306739476,"          t      flux  flux_error band  flux_err
0  2.952634  68.73908         1.0    r  3.436954"
4.798072273499178,4.606139251821363,502021,0.9314837170487954,1.035737018626553,"           t       flux  flux_error band  flux_err
0  10.317234  15.860282         1.0    g  0.793014"
5.8919037732163675,5.409664483318479,618772,0.45742813067463295,0.0498384321577654,"          t       flux  flux_error band  flux_err
0  2.990634  99.208907         1.0    g  4.960445"
5.254976086484875,5.450900741325866,751414,0.32490161777433735,1.8300851104919198,"           t       flux  flux_error band  flux_err
0  17.860403  65.156273         1.0    g  3.257814"
4.236816799826724,5.22134075019663,154956,0.7430225839269486,1.7458700992820706,"          t       flux  flux_error band  flux_err
0  0.143453  74.523965         1.0    g  3.726198"
5.86578084014611,4.509559847518447,46054,0.7126161566396888,0.9108931404178049,"          t      flux  flux_error band  flux_err
0  8.363883  3.246823         1.0    r  0.162341"
5.881357758357425,4.7806671159852465,413311,0.348680341997861,0.20480901535754104,"           t       flux  flux_error band  flux_err
0  11.079412  66.119161         1.0    g  3.305958"
5.049943291772241,4.236268001366702,651712,0.4635725179395015,0.6618156763912622,"          t       flux  flux_error band  flux_err
0  1.496712  83.058807         1.0    r   4.15294"
4.905905004935927,5.409761049759756,601046,0.05871289289058024,1.8975094676270854,"           t      flux  flux_error band  flux_err
0  11.338436  1.479074         1.0    g  0.073954"
4.357285485417186,4.901175868240558,565635,0.6724490669708906,1.0292383661019697,"          t       flux  flux_error band  flux_err
0  6.875263  31.533582         1.0    g  1.576679"
4.712910439342569,5.7531841841068685,882000,0.519756827566692,0.22354814297403536,"           t       flux  flux_error band  flux_err
0  19.939682  54.957397         1.0    r   2.74787"
5.688005182196048,5.391908862843327,412349,0.7114523329426186,0.6457193161824148,"           t       flux  flux_error band  flux_err
0  15.018097  54.460772         1.0    g  2.723039"
5.008537497030855,5.807037026815123,835865,0.0008374045018590959,0.9385207874191341,"           t       flux  flux_error band  flux_err
0  15.877682  72.307034         1.0    r  3.615352"
5.144604465189588,4.181635522401358,40932,0.6672703117795171,1.3082943168861076,"          t      flux  flux_error band  flux_err
0  1.055293  33.43259         1.0    r   1.67163"
4.004907658494798,5.012917300301949,690066,0.5988986966436434,0.7231480312652538,"           t       flux  flux_error band  flux_err
0  13.328698  94.390203         1.0    g   4.71951"
5.741859157835269,5.213940243007164,843257,0.5335457644260031,0.9383531827548255,"          t       flux  flux_error band  flux_err
0  1.385651  40.781987         1.0    g  2.039099"
5.1735752447821515,4.424643457943055,453397,0.2675365305396291,1.466005870264219,"           t       flux  flux_error band  flux_err
0  13.929067  91.197356         1.0    g  4.559868"
4.490269632165639,5.730105683171745,954977,0.31538947207170154,0.46250311190579696,"          t       flux  flux_error band  flux_err
0  6.666934  99.951503         1.0    g  4.997575"
5.183545806530997,5.663888554316189,530574,0.15887808860300812,1.238573325166395,"           t       flux  flux_error band  flux_err
0  13.658407  24.497634         1.0    g  1.224882"
4.5677320264772465,4.992488394021906,761965,0.8223609720869063,0.12701278869761556,"           t       flux  flux_error band  flux_err
0  13.559216  92.610847         1.0    r  4.630542"
4.9344762183786,5.207040161788637,727798,0.7990711010895633,1.4319991626238162,"          t       flux  flux_error band  flux_err
0  19.25181  23.383032         1.0    g  1.169152"
5.660449382467369,4.744076180386965,856160,0.9861831320448278,0.5937494402066539,"          t      flux  flux_error band  flux_err
0  6.051504  58.03823         1.0    g  2.901911"
5.653647261742364,5.404369238638197,882376,0.3843538711436435,0.5221652839504427,"           t       flux  flux_error band  flux_err
0  17.972492  76.447288         1.0    g  3.822364"
4.149342267941752,4.649152749266454,175754,0.4382294861657893,0.5733290181488213,"          t       flux  flux_error band  flux_err
0  6.003939  43.153913         1.0    r  2.157696"
5.303462829502485,5.4937886279262855,895099,0.5025448122174594,1.0932409843808173,"           t       flux  flux_error band  flux_err
0  18.352861  91.851139         1.0    r  4.592557"
4.669936800283699,4.3059203853580215,937719,0.2840306287260761,1.5630951943391245,"          t       flux  flux_error band  flux_err
0  4.811021  29.770103         1.0    r  1.488505"
4.157334088765237,5.491062366141129,8601,0.22414847842343966,0.553618854817068,"          t       flux  flux_error band  flux_err
0  9.373427  70.851198         1.0    r   3.54256"
4.156683224118372,5.074862733144661,576203,0.7559991481207619,0.7733254968911112,"         t       flux  flux_error band  flux_err
0  7.96122  67.877352         1.0    g  3.393868"
4.960247961405942,4.436084470989055,404565,0.5165901921806736,1.8666996218652692,"           t       flux  flux_error band  flux_err
0  15.465149  45.120875         1.0    r  2.256044"
5.343267615636657,5.697987757765943,528854,0.9534460093676687,1.263543034705491,"           t       flux  flux_error band  flux_err
0  13.473043  85.736744         1.0    r  4.286837"
5.1707172939120545,5.635338355544096,63529,0.24714578652120234,1.3407553417051332,"          t       flux  flux_error band  flux_err
0  1.607705  20.672857         1.0    r  1.033643"
5.818475675004805,4.596770147874592,739750,0.8576927671842349,0.11062114334611262,"         t       flux  flux_error band  flux_err
0  3.64992  41.125595         1.0    r   2.05628"
5.605628452406731,5.074395414943364,987141,0.8628947982835854,0.000753705605916366,"           t     flux  flux_error band  flux_err
0  11.207494  20.6081         1.0    g  1.030405"
4.433342507078078,4.503917524148187,614154,0.9795983900882976,0.849974444901638,"          t      flux  flux_error band  flux_err
0  9.451705  9.688788         1.0    g  0.484439"
5.266860230770372,4.049181119648494,573888,0.8686311339208352,1.4839673227674604,"          t     flux  flux_error band  flux_err
0  6.257408  2.86372         1.0    g  0.143186"
4.767438010895902,4.89412581151751,758086,0.7927348814656417,1.9701056155010723,"           t       flux  flux_error band  flux_err
0  14.711469  29.622189         1.0    r  1.481109"
4.506471193078404,5.3337574287739145,517913,0.49062180080383966,0.2189205551863358,"           t       flux  flux_error band  flux_err
0  13.827565  66.369942         1.0    r  3.318497"
4.1469733903078465,5.21087637132991,242418,0.8125865821884066,0.2628234406745811,"          t       flux  flux_error band  flux_err
0  2.121607  83.874709         1.0    g  4.193735"
4.552883750715213,5.805699232017647,849734,0.8232121010019574,0.05075651231122946,"          t       flux  flux_error band  flux_err
0  1.101146  86.262608         1.0    r   4.31313"
4.854263980529567,4.1775984262189105,417040,0.5112557185238452,0.8090852171615315,"          t      flux  flux_error band  flux_err
0  5.357815  75.84205         1.0    g  3.792102"
5.83815722574437,4.520838011715818,318973,0.1592858877402087,0.8864583223904463,"          t       flux  flux_error band  flux_err
0  0.839863  74.388637         1.0    g  3.719432"
5.28792744326282,5.801029364625566,789007,0.7509438853291638,1.5055333719989499,"           t       flux  flux_error band  flux_err
0  12.985737  38.653464         1.0    g  1.932673"
5.092216427696148,4.468689949717435,953559,0.06336724373267344,0.3509323477059929,"          t       flux  flux_error band  flux_err
0  3.055506  87.888466         1.0    r  4.394423"
4.828318026707039,5.038545472572957,399822,0.3205132964288564,0.8456905556754741,"           t       flux  flux_error band  flux_err
0  16.757327  34.342328         1.0    r  1.717116"
4.7748144350178245,4.918629195662119,917935,0.061567771441007335,0.2105797858603886,"           t       flux  flux_error band  flux_err
0  18.401171  31.005217         1.0    r  1.550261"
4.432807796734322,5.3487716844754765,210840,0.6672450607740393,1.774390895503283,"         t       flux  flux_error band  flux_err
0  0.38896  99.639317         1.0    r  4.981966"
5.702531894691768,5.466512554064979,385453,0.8001871377900237,1.3160663746318844,"          t       flux  flux_error band  flux_err
0  7.345742  14.164725         1.0    g  0.708236"
4.820570210862447,4.794771238600546,258079,0.9677258910366594,0.5520043271540245,"           t       flux  flux_error band  flux_err
0  14.292487  40.108033         1.0    r  2.005402"
5.032973342763654,5.211066465891395,480320,0.31780772502088095,0.019228475924441657,"          t       flux  flux_error band  flux_err
0  0.259249  12.066779         1.0    g  0.603339"
4.362512846366355,5.155646873908485,239285,0.6546910706877864,1.2922245242354296,"           t       flux  flux_error band  flux_err
0  14.112795  45.946097         1.0    g  2.297305"
5.950940582848813,4.703873988644904,433713,0.05273048118872414,0.9676709474475063,"           t      flux  flux_error band  flux_err
0  19.516565  3.061272         1.0    g  0.153064"
5.800152515594994,5.280734697268705,458818,0.29983502821648145,1.958916925790201,"           t       flux  flux_error band  flux_err
0  16.767122  69.903437         1.0    g  3.495172"
4.734828860517749,4.255150573079885,950545,0.5524258497233678,0.7567816038456103,"          t      flux  flux_error band  flux_err
0  8.146094  5.671747         1.0    g  0.283587"
5.350529413378048,5.566601875459684,92730,0.4667854594130051,0.7478834786687449,"           t       flux  flux_error band  flux_err
0  17.379014  47.230369         1.0    g  2.361518"
4.979682463160639,5.232674963842292,594130,0.27035922050513794,0.536024157167782,"          t       flux  flux_error band  flux_err
0  5.813045  83.984815         1.0    r  4.199241"
